__metadata,ID,ROW_ID,COMPANY_CODE,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,GL_ACCOUNT_NUMBER,GL_ACCOUNT_NAME,FS_LEVEL_1,FS_LEVEL_2,FS_LEVEL_3,FS_LEVEL_4,DEBIT_CREDIT_INDICATOR,AMOUNT,CURRENCY
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~147')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~147')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~147,147,JJ,02,08,02/08,6,28,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,19200.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~146')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~146')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~146,146,JJ,02,08,02/08,6,28,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,-32426.41,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~490')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~490')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~490,490,JJ,03,15,03/15,11,55,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,-2083.52,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~491')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~491')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~491,491,JJ,03,15,03/15,11,55,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,47290.91,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~134')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~134')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~134,134,JJ,02,07,02/07,6,27,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,29520.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~133')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~133')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~133,133,JJ,02,07,02/07,6,27,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,-17642.83,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~502')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~502')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~502,502,JJ,03,16,03/16,12,56,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,-53327.95,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~503')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~503')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~503,503,JJ,03,16,03/16,12,56,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,56750.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~126')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~126')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~126,126,JJ,02,06,02/06,6,26,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,19320.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~125')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~125')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~125,125,JJ,02,06,02/06,6,26,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,-14075.55,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~512')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~512')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~512,512,JJ,03,17,03/17,12,57,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,-32381.55,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~116')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~116')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~116,116,JJ,02,05,02/05,5,25,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,18960.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~115')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~115')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~115,115,JJ,02,05,02/05,5,25,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,-18915.07,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~513')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~513')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~513,513,JJ,03,17,03/17,12,57,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,56750.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~92')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~92')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~92,92,JJ,02,04,02/04,5,24,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,22840.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~91')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~91')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~91,91,JJ,02,04,02/04,5,24,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,-31636.80,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~524')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~524')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~524,524,JJ,03,18,03/18,12,58,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,-81118.45,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~525')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~525')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~525,525,JJ,03,18,03/18,12,58,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,47307.57,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~84')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~84')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~84,84,JJ,02,03,02/03,5,23,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,29520.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~83')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~83')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~83,83,JJ,02,03,02/03,5,23,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,-10868.40,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~66')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~66')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~66,66,JJ,02,01,02/01,5,21,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,21600.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~537')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~537')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~537,537,JJ,03,19,03/19,12,59,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,57000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~76')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~76')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~76,76,JJ,02,02,02/02,5,22,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,14400.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~75')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~75')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~75,75,JJ,02,02,02/02,5,22,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,-21600.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~536')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~536')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~536,536,JJ,03,19,03/19,12,59,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,-47307.57,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~403')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~403')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~403,403,JJ,03,08,03/08,10,48,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,-51678.48,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~404')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~404')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~404,404,JJ,03,08,03/08,10,48,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,48641.52,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~303')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~303')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~303,303,JJ,02,20,02/20,8,40,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,32640.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~302')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~302')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~302,302,JJ,02,20,02/20,8,40,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,-9697.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~413')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~413')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~413,413,JJ,03,09,03/09,10,49,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,-52634.48,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~280')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~280')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~280,280,JJ,02,19,02/19,8,39,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,27440.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~279')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~279')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~279,279,JJ,02,19,02/19,8,39,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,-6988.07,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~270')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~270')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~270,270,JJ,02,18,02/18,8,38,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,33360.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~269')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~269')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~269,269,JJ,02,18,02/18,8,38,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,-54924.07,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~260')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~260')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~260,260,JJ,02,17,02/17,8,37,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,38360.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~259')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~259')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~259,259,JJ,02,17,02/17,8,37,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,-64573.62,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~432')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~432')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~432,432,JJ,03,10,03/10,10,50,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,-7379.36,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~250')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~250')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~250,250,JJ,02,16,02/16,8,36,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,54480.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~249')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~249')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~249,249,JJ,02,16,02/16,8,36,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,-61888.28,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~240')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~240')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~240,240,JJ,02,15,02/15,7,35,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,45560.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~184')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~184')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~184,184,JJ,02,11,02/11,7,31,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,-28262.70,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~185')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~185')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~185,185,JJ,02,11,02/11,7,31,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,27120.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~469')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~469')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~469,469,JJ,03,14,03/14,11,54,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,-11054.08,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~194')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~194')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~194,194,JJ,02,12,02/12,7,32,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,-24004.79,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~195')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~195')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~195,195,JJ,02,12,02/12,7,32,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,32400.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~204')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~204')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~204,204,JJ,02,13,02/13,7,33,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,-20841.92,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~205')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~205')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~205,205,JJ,02,13,02/13,7,33,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,32400.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~457')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~457')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~457,457,JJ,03,13,03/13,11,53,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,-4364.24,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~214')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~214')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~214,214,JJ,02,14,02/14,7,34,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,-10352.22,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~215')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~215')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~215,215,JJ,02,14,02/14,7,34,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,54720.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~447')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~447')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~447,447,JJ,03,12,03/12,11,52,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,-7183.52,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~239')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~239')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~239,239,JJ,02,15,02/15,7,35,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,-64222.86,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~38')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~38')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~38,38,JJ,01,15,01/15,3,15,2010,Accumulated Depreciation - Buildings,Balance Sheet,Assets,Long-Term Assets,,Credit,-1250.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~8')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~8')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~8,8,JJ,01,05,01/05,1,5,2010,Accumulated Depreciation - Buildings,Balance Sheet,Assets,Long-Term Assets,,Credit,-1250.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~351')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~351')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~351,351,JJ,03,05,03/05,9,45,2010,Accumulated Depreciation - Buildings,Balance Sheet,Assets,Long-Term Assets,,Credit,-1250.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~284')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~284')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~284,284,JJ,02,20,02/20,8,40,2010,Accumulated Depreciation - Buildings,Balance Sheet,Assets,Long-Term Assets,,Credit,-1250.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~219')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~219')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~219,219,JJ,02,15,02/15,7,35,2010,Accumulated Depreciation - Buildings,Balance Sheet,Assets,Long-Term Assets,,Credit,-1250.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~159')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~159')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~159,159,JJ,02,10,02/10,6,30,2010,Accumulated Depreciation - Buildings,Balance Sheet,Assets,Long-Term Assets,,Credit,-1250.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~472')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~472')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~472,472,JJ,03,15,03/15,11,55,2010,Accumulated Depreciation - Buildings,Balance Sheet,Assets,Long-Term Assets,,Credit,-1250.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~416')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~416')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~416,416,JJ,03,10,03/10,10,50,2010,Accumulated Depreciation - Buildings,Balance Sheet,Assets,Long-Term Assets,,Credit,-1250.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~51')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~51')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~51,51,JJ,01,20,01/20,4,20,2010,Accumulated Depreciation - Buildings,Balance Sheet,Assets,Long-Term Assets,,Credit,-1250.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~24')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~24')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~24,24,JJ,01,10,01/10,2,10,2010,Accumulated Depreciation - Buildings,Balance Sheet,Assets,Long-Term Assets,,Credit,-1250.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~96')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~96')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~96,96,JJ,02,05,02/05,5,25,2010,Accumulated Depreciation - Buildings,Balance Sheet,Assets,Long-Term Assets,,Credit,-1250.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~278')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~278')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~278,278,JJ,02,19,02/19,8,39,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,27376.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~293')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~293')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~293,293,JJ,02,20,02/20,8,40,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,32520.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~73')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~73')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~73,73,JJ,02,02,02/02,5,22,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,14516.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~65')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~65')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~65,65,JJ,02,01,02/01,5,21,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,21774.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~313')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~313')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~313,313,JJ,03,01,03/01,9,41,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,40163.32,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~402')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~402')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~402,402,JJ,03,08,03/08,10,48,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,49612.22,EUR
